section,gender,type,count
131210010,M,students_age_10_14,8.0
131210010,M,students_age_15_19,12.0
131210010,M,students_age_20_24,13.0
131210010,M,housestay,21.0
131210010,M,reformed,139.0
131210010,M,children_under_10,44.0
131210010,M,undemployed,47.0
131210010,H,worker_1st_sector,2.0
131210010,H,worker_2nd_sector,43.0
131210010,H,worker_3rd_sector,187.0
131210010,H,autonomous_or_employer,25.0
131210010,H,students_age_10_14,9.0
131210010,H,students_age_15_19,13.0
131210010,H,students_age_20_24,15.0
131210010,H,housestay,1.0
131210010,H,reformed,78.0
131210010,H,children_under_10,49.0
131210010,H,undemployed,51.0
131202026,M,worker_1st_sector,2.0
131202026,M,worker_2nd_sector,15.0
131202026,M,worker_3rd_sector,210.0
131202026,M,autonomous_or_employer,39.0
131202026,M,students_age_10_14,14.0
131202026,M,students_age_15_19,30.0
131202026,M,students_age_20_24,25.0
131202026,M,housestay,27.0
131202026,M,reformed,175.0
131202026,M,children_under_10,44.0
131202026,M,undemployed,68.0
131202026,H,worker_1st_sector,0.0
131202026,H,worker_2nd_sector,50.0
131202026,H,worker_3rd_sector,176.0
131202026,H,autonomous_or_employer,45.0
131202026,H,students_age_10_14,7.0
131202026,H,students_age_15_19,15.0
131202026,H,students_age_20_24,20.0
131202026,H,housestay,3.0
131202026,H,reformed,101.0
131202026,H,children_under_10,42.0
131202026,H,undemployed,73.0
131217010,M,worker_1st_sector,0.0
131217010,M,worker_2nd_sector,7.0
131217010,M,worker_3rd_sector,76.0
131217010,M,autonomous_or_employer,17.0
131217010,M,students_age_10_14,2.0
131217010,M,students_age_15_19,1.0
131217010,M,students_age_20_24,3.0
131217010,M,housestay,3.0
131217010,M,reformed,71.0
131217010,M,children_under_10,11.0
131217010,M,undemployed,28.0
131217010,H,worker_1st_sector,1.0
131217010,H,worker_2nd_sector,20.0
131217010,H,worker_3rd_sector,63.0
131217010,H,autonomous_or_employer,15.0
131217010,H,students_age_10_14,1.0
131217010,H,students_age_15_19,1.0
131217010,H,students_age_20_24,4.0
131217010,H,housestay,1.0
131217010,H,reformed,35.0
131217010,H,children_under_10,9.0
131217010,H,undemployed,29.0
131217029,M,worker_1st_sector,0.0
131217029,M,worker_2nd_sector,2.0
131217029,M,worker_3rd_sector,59.0
131217029,M,autonomous_or_employer,24.0
131217029,M,students_age_10_14,2.0
131217029,M,students_age_15_19,6.0
131217029,M,students_age_20_24,4.0
131217029,M,housestay,5.0
131217029,M,reformed,98.0
131217029,M,children_under_10,13.0
131217029,M,undemployed,17.0
131217029,H,worker_1st_sector,1.0
131217029,H,worker_2nd_sector,13.0
131217029,H,worker_3rd_sector,47.0
131217029,H,autonomous_or_employer,15.0
131217029,H,students_age_10_14,1.0
131217029,H,students_age_15_19,1.0
131217029,H,students_age_20_24,2.0
131217029,H,housestay,0.0
131217029,H,reformed,47.0
131217029,H,children_under_10,7.0
131217029,H,undemployed,26.0
131211009,M,worker_1st_sector,2.0
131211009,M,worker_2nd_sector,15.0
131211009,M,worker_3rd_sector,145.0
131211009,M,autonomous_or_employer,23.0
131211009,M,students_age_10_14,8.0
131211009,M,students_age_15_19,7.0
131211009,M,students_age_20_24,12.0
131211009,M,housestay,30.0
131211009,M,reformed,182.0
131211009,M,children_under_10,38.0
131211009,M,undemployed,86.0
131211009,H,worker_1st_sector,1.0
131211009,H,worker_2nd_sector,39.0
131211009,H,worker_3rd_sector,107.0
131211009,H,autonomous_or_employer,42.0
131211009,H,students_age_10_14,8.0
131211009,H,students_age_15_19,8.0
131211009,H,students_age_20_24,9.0
131211009,H,housestay,0.0
131211009,H,reformed,144.0
131211009,H,children_under_10,23.0
131211009,H,undemployed,84.0
131211029,M,worker_1st_sector,0.0
131211029,M,worker_2nd_sector,20.0
131211029,M,worker_3rd_sector,251.0
131211029,M,autonomous_or_employer,35.0
131211029,M,students_age_10_14,13.0
131211029,M,students_age_15_19,17.0
131211029,M,students_age_20_24,17.0
131211029,M,housestay,40.0
131211029,M,reformed,222.0
131211029,M,children_under_10,77.0
131211029,M,undemployed,84.0
131211029,H,worker_1st_sector,1.0
131211029,H,worker_2nd_sector,53.0
131211029,H,worker_3rd_sector,200.0
131211029,H,autonomous_or_employer,31.0
131211029,H,students_age_10_14,14.0
131211029,H,students_age_15_19,13.0
131211029,H,students_age_20_24,16.0
131211029,H,housestay,3.0
131211029,H,reformed,154.0
131211029,H,children_under_10,57.0
131211029,H,undemployed,72.0
131203023,M,worker_1st_sector,0.0
131203023,M,worker_2nd_sector,12.0
131203023,M,worker_3rd_sector,134.0
131203023,M,autonomous_or_employer,25.0
131203023,M,students_age_10_14,4.0
131203023,M,students_age_15_19,6.0
131203023,M,students_age_20_24,6.0
131203023,M,housestay,17.0
131203023,M,reformed,136.0
131203023,M,children_under_10,16.0
131203023,M,undemployed,80.0
131203023,H,worker_1st_sector,2.0
131203023,H,worker_2nd_sector,39.0
131203023,H,worker_3rd_sector,82.0
131203023,H,autonomous_or_employer,33.0
131203023,H,students_age_10_14,4.0
131203023,H,students_age_15_19,5.0
131203023,H,students_age_20_24,7.0
131203023,H,housestay,1.0
131203023,H,reformed,101.0
131203023,H,children_under_10,13.0
131203023,H,undemployed,76.0
131203028,M,worker_1st_sector,0.0
131203028,M,worker_2nd_sector,5.0
131203028,M,worker_3rd_sector,163.0
131203028,M,autonomous_or_employer,25.0
131203028,M,students_age_10_14,5.0
131203028,M,students_age_15_19,8.0
131203028,M,students_age_20_24,9.0
131203028,M,housestay,21.0
131203028,M,reformed,162.0
131203028,M,children_under_10,28.0
131203028,M,undemployed,51.0
131203028,H,worker_1st_sector,0.0
131203028,H,worker_2nd_sector,29.0
131203028,H,worker_3rd_sector,130.0
131203028,H,autonomous_or_employer,24.0
131203028,H,students_age_10_14,7.0
131203028,H,students_age_15_19,8.0
131203028,H,students_age_20_24,8.0
131203028,H,housestay,0.0
131203028,H,reformed,93.0
131203028,H,children_under_10,26.0
131203028,H,undemployed,45.0
131217036,M,worker_1st_sector,0.0
131217036,M,worker_2nd_sector,11.0
131217036,M,worker_3rd_sector,147.0
131217036,M,autonomous_or_employer,30.0
131217036,M,students_age_10_14,6.0
131217036,M,students_age_15_19,7.0
131217036,M,students_age_20_24,13.0
131217036,M,housestay,13.0
131217036,M,reformed,99.0
131217036,M,children_under_10,31.0
131217036,M,undemployed,50.0
131217036,H,worker_1st_sector,1.0
131217036,H,worker_2nd_sector,25.0
131217036,H,worker_3rd_sector,114.0
131217036,H,autonomous_or_employer,33.0
131217036,H,students_age_10_14,3.0
131217036,H,students_age_15_19,3.0
131217036,H,students_age_20_24,6.0
131217036,H,housestay,0.0
131217036,H,reformed,67.0
131217036,H,children_under_10,32.0
131217036,H,undemployed,56.0
131217043,M,worker_1st_sector,0.0
131217043,M,worker_2nd_sector,13.0
131217043,M,worker_3rd_sector,195.0
131217043,M,autonomous_or_employer,28.0
131217043,M,students_age_10_14,7.0
131217043,M,students_age_15_19,7.0
131217043,M,students_age_20_24,11.0
131217043,M,housestay,12.0
131217043,M,reformed,114.0
131217043,M,children_under_10,27.0
131217043,M,undemployed,52.0
131217043,H,worker_1st_sector,2.0
131217043,H,worker_2nd_sector,31.0
131217043,H,worker_3rd_sector,175.0
131217043,H,autonomous_or_employer,28.0
131217043,H,students_age_10_14,4.0
131217043,H,students_age_15_19,5.0
131217043,H,students_age_20_24,14.0
131217043,H,housestay,2.0
131217043,H,reformed,71.0
131217043,H,children_under_10,32.0
131217043,H,undemployed,52.0
131203013,M,worker_1st_sector,1.0
131203013,M,worker_2nd_sector,20.0
131203013,M,worker_3rd_sector,178.0
131203013,M,autonomous_or_employer,16.0
131203013,M,students_age_10_14,10.0
131203013,M,students_age_15_19,9.0
131203013,M,students_age_20_24,9.0
131203013,M,housestay,19.0
131203013,M,reformed,109.0
131203013,M,children_under_10,39.0
131203013,M,undemployed,55.0
131203013,H,worker_1st_sector,0.0
131203013,H,worker_2nd_sector,34.0
131203013,H,worker_3rd_sector,157.0
131203013,H,autonomous_or_employer,12.0
131203013,H,students_age_10_14,12.0
131203013,H,students_age_15_19,15.0
131203013,H,students_age_20_24,12.0
131203013,H,housestay,2.0
131203013,H,reformed,76.0
131203013,H,children_under_10,38.0
131203013,H,undemployed,44.0
131202020,M,worker_1st_sector,1.0
131202020,M,worker_2nd_sector,22.0
131202020,M,worker_3rd_sector,282.0
131202020,M,autonomous_or_employer,14.0
131202020,M,students_age_10_14,27.0
131202020,M,students_age_15_19,23.0
131202020,M,students_age_20_24,23.0
131202020,M,housestay,36.0
131202020,M,reformed,241.0
131202020,M,children_under_10,58.0
131202020,M,undemployed,104.0
131202020,H,worker_1st_sector,3.0
131202020,H,worker_2nd_sector,42.0
131202020,H,worker_3rd_sector,247.0
131202020,H,autonomous_or_employer,24.0
131202020,H,students_age_10_14,20.0
131202020,H,students_age_15_19,29.0
131202020,H,students_age_20_24,30.0
131202020,H,housestay,2.0
131202020,H,reformed,163.0
131202020,H,children_under_10,54.0
131202020,H,undemployed,65.0
131218010,M,worker_1st_sector,1.0
131218010,M,worker_2nd_sector,20.0
131218010,M,worker_3rd_sector,271.0
131218010,M,autonomous_or_employer,15.0
131218010,M,students_age_10_14,16.0
131218010,M,students_age_15_19,12.0
131218010,M,students_age_20_24,17.0
131218010,M,housestay,32.0
131218010,M,reformed,140.0
131218010,M,children_under_10,54.0
131218010,M,undemployed,73.0
131218010,H,worker_1st_sector,1.0
131218010,H,worker_2nd_sector,43.0
131218010,H,worker_3rd_sector,227.0
131218010,H,autonomous_or_employer,21.0
131218010,H,students_age_10_14,17.0
131218010,H,students_age_15_19,21.0
131218010,H,students_age_20_24,20.0
131218010,H,housestay,0.0
131218010,H,reformed,89.0
131218010,H,children_under_10,47.0
131218010,H,undemployed,55.0
131203010,M,worker_1st_sector,1.0
131203010,M,worker_2nd_sector,12.0
131203010,M,worker_3rd_sector,165.0
131203010,M,autonomous_or_employer,29.0
131203010,M,students_age_10_14,7.0
131203010,M,students_age_15_19,7.0
131203010,M,students_age_20_24,9.0
131203010,M,housestay,20.0
131203010,M,reformed,177.0
131203010,M,children_under_10,48.0
131203010,M,undemployed,78.0
131203010,H,worker_1st_sector,0.0
131203010,H,worker_2nd_sector,52.0
131203010,H,worker_3rd_sector,132.0
131203010,H,autonomous_or_employer,30.0
131203010,H,students_age_10_14,7.0
131203010,H,students_age_15_19,10.0
131203010,H,students_age_20_24,10.0
131203010,H,housestay,4.0
131203010,H,reformed,112.0
131203010,H,children_under_10,38.0
131203010,H,undemployed,86.0
131211011,M,worker_1st_sector,2.0
131211011,M,worker_2nd_sector,23.0
131211011,M,worker_3rd_sector,222.0
131211011,M,autonomous_or_employer,12.0
131211011,M,students_age_10_14,12.0
131211011,M,students_age_15_19,21.0
131211011,M,students_age_20_24,18.0
131211011,M,housestay,24.0
131211011,M,reformed,117.0
131211011,M,children_under_10,36.0
131211011,M,undemployed,48.0
131211011,H,worker_1st_sector,0.0
131211011,H,worker_2nd_sector,37.0
131211011,H,worker_3rd_sector,189.0
131211011,H,autonomous_or_employer,12.0
131211011,H,students_age_10_14,15.0
131211011,H,students_age_15_19,14.0
131211011,H,students_age_20_24,15.0
131211011,H,housestay,4.0
131211011,H,reformed,89.0
131211011,H,children_under_10,48.0
131211011,H,undemployed,52.0
131211004,M,worker_1st_sector,0.0
131211004,M,worker_2nd_sector,18.0
131211004,M,worker_3rd_sector,215.0
131211004,M,autonomous_or_employer,25.0
131211004,M,students_age_10_14,12.0
131211004,M,students_age_15_19,17.0
131211004,M,students_age_20_24,16.0
131211004,M,housestay,22.0
131211004,M,reformed,211.0
131211004,M,children_under_10,31.0
131211004,M,undemployed,54.0
131211004,H,worker_1st_sector,1.0
131211004,H,worker_2nd_sector,41.0
131211004,H,worker_3rd_sector,173.0
131211004,H,autonomous_or_employer,18.0
131211004,H,students_age_10_14,7.0
131211004,H,students_age_15_19,12.0
131211004,H,students_age_20_24,10.0
131211004,H,housestay,0.0
131211004,H,reformed,104.0
131211004,H,children_under_10,42.0
131211004,H,undemployed,34.0
131217038,M,worker_1st_sector,0.0
131217038,M,worker_2nd_sector,14.0
131217038,M,worker_3rd_sector,215.0
131217038,M,autonomous_or_employer,15.0
131217038,M,students_age_10_14,14.0
131217038,M,students_age_15_19,13.0
131217038,M,students_age_20_24,14.0
131217038,M,housestay,22.0
131217038,M,reformed,137.0
131217038,M,children_under_10,44.0
131217038,M,undemployed,58.0
131217038,H,worker_1st_sector,1.0
131217038,H,worker_2nd_sector,28.0
131217038,H,worker_3rd_sector,201.0
131217038,H,autonomous_or_employer,17.0
131217038,H,students_age_10_14,9.0
131217038,H,students_age_15_19,13.0
131217038,H,students_age_20_24,12.0
131217038,H,housestay,2.0
131217038,H,reformed,84.0
131217038,H,children_under_10,47.0
131217038,H,undemployed,48.0
131218009,M,worker_1st_sector,1.0
131218009,M,worker_2nd_sector,22.0
131218009,M,worker_3rd_sector,186.0
131218009,M,autonomous_or_employer,13.0
131218009,M,students_age_10_14,17.0
131218009,M,students_age_15_19,19.0
131218009,M,students_age_20_24,16.0
131218009,M,housestay,28.0
131218009,M,reformed,138.0
131218009,M,children_under_10,46.0
131218009,M,undemployed,58.0
131218009,H,worker_1st_sector,2.0
131218009,H,worker_2nd_sector,36.0
131218009,H,worker_3rd_sector,170.0
131218009,H,autonomous_or_employer,11.0
131218009,H,students_age_10_14,12.0
131218009,H,students_age_15_19,21.0
131218009,H,students_age_20_24,20.0
131218009,H,housestay,0.0
131218009,H,reformed,77.0
131218009,H,children_under_10,47.0
131218009,H,undemployed,58.0
131218012,M,worker_1st_sector,2.0
131218012,M,worker_2nd_sector,18.0
131218012,M,worker_3rd_sector,233.0
131218012,M,autonomous_or_employer,22.0
131218012,M,students_age_10_14,21.0
131218012,M,students_age_15_19,19.0
131218012,M,students_age_20_24,25.0
131218012,M,housestay,39.0
131218012,M,reformed,145.0
131218012,M,children_under_10,37.0
131218012,M,undemployed,72.0
131218012,H,worker_1st_sector,2.0
131218012,H,worker_2nd_sector,40.0
131218012,H,worker_3rd_sector,214.0
131218012,H,autonomous_or_employer,9.0
131218012,H,students_age_10_14,21.0
131218012,H,students_age_15_19,28.0
131218012,H,students_age_20_24,21.0
131218012,H,housestay,1.0
131218012,H,reformed,93.0
131218012,H,children_under_10,52.0
131218012,H,undemployed,73.0
131203020,M,worker_1st_sector,0.0
131203020,M,worker_2nd_sector,9.0
131203020,M,worker_3rd_sector,173.0
131203020,M,autonomous_or_employer,45.0
131203020,M,students_age_10_14,10.0
131203020,M,students_age_15_19,12.0
131203020,M,students_age_20_24,13.0
131203020,M,housestay,29.0
131203020,M,reformed,226.0
131203020,M,children_under_10,57.0
131203020,M,undemployed,106.0
131203020,H,worker_1st_sector,2.0
131203020,H,worker_2nd_sector,39.0
131203020,H,worker_3rd_sector,135.0
131203020,H,autonomous_or_employer,38.0
131203020,H,students_age_10_14,13.0
131203020,H,students_age_15_19,10.0
131203020,H,students_age_20_24,9.0
131203020,H,housestay,3.0
131203020,H,reformed,150.0
131203020,H,children_under_10,40.0
131203020,H,undemployed,115.0
131210029,M,worker_1st_sector,0.0
131210029,M,worker_2nd_sector,17.0
131210029,M,worker_3rd_sector,182.0
131210029,M,autonomous_or_employer,27.0
131210029,M,students_age_10_14,7.0
131210029,M,students_age_15_19,4.0
131210029,M,students_age_20_24,12.0
131210029,M,housestay,12.0
131210029,M,reformed,116.0
131210029,M,children_under_10,34.0
131210029,M,undemployed,52.0
131210029,H,worker_1st_sector,1.0
131210029,H,worker_2nd_sector,36.0
131210029,H,worker_3rd_sector,154.0
131210029,H,autonomous_or_employer,34.0
131210029,H,students_age_10_14,8.0
131210029,H,students_age_15_19,10.0
131210029,H,students_age_20_24,17.0
131210029,H,housestay,1.0
131210029,H,reformed,69.0
131210029,H,children_under_10,27.0
131210029,H,undemployed,45.0
131218002,M,worker_1st_sector,0.0
131218002,M,worker_2nd_sector,16.0
131218002,M,worker_3rd_sector,247.0
131218002,M,autonomous_or_employer,92.0
131218002,M,students_age_10_14,14.0
131218002,M,students_age_15_19,15.0
131218002,M,students_age_20_24,16.0
131218002,M,housestay,27.0
131218002,M,reformed,221.0
131218002,M,children_under_10,80.0
131218002,M,undemployed,163.0
131218002,H,worker_1st_sector,0.0
131218002,H,worker_2nd_sector,75.0
131218002,H,worker_3rd_sector,173.0
131218002,H,autonomous_or_employer,85.0
131218002,H,students_age_10_14,16.0
131218002,H,students_age_15_19,17.0
131218002,H,students_age_20_24,18.0
131218002,H,housestay,3.0
131218002,H,reformed,159.0
131218002,H,children_under_10,95.0
131218002,H,undemployed,182.0
131218005,M,worker_1st_sector,1.0
131218005,M,worker_2nd_sector,7.0
131218005,M,worker_3rd_sector,174.0
131218005,M,autonomous_or_employer,13.0
131218005,M,students_age_10_14,9.0
131218005,M,students_age_15_19,8.0
131218005,M,students_age_20_24,8.0
131218005,M,housestay,21.0
131218005,M,reformed,250.0
131218005,M,children_under_10,35.0
131218005,M,undemployed,51.0
131218005,H,worker_1st_sector,2.0
131218005,H,worker_2nd_sector,21.0
131218005,H,worker_3rd_sector,169.0
131218005,H,autonomous_or_employer,20.0
131218005,H,students_age_10_14,10.0
131218005,H,students_age_15_19,13.0
131218005,H,students_age_20_24,15.0
131218005,H,housestay,3.0
131218005,H,reformed,150.0
131218005,H,children_under_10,32.0
131218005,H,undemployed,45.0
131218019,M,worker_1st_sector,0.0
131218019,M,worker_2nd_sector,15.0
131218019,M,worker_3rd_sector,154.0
131218019,M,autonomous_or_employer,22.0
131218019,M,students_age_10_14,11.0
131218019,M,students_age_15_19,16.0
131218019,M,students_age_20_24,12.0
131218019,M,housestay,28.0
131218019,M,reformed,91.0
131218019,M,children_under_10,28.0
131218019,M,undemployed,46.0
131218019,H,worker_1st_sector,1.0
131218019,H,worker_2nd_sector,34.0
131218019,H,worker_3rd_sector,141.0
131218019,H,autonomous_or_employer,12.0
131218019,H,students_age_10_14,11.0
131218019,H,students_age_15_19,12.0
131218019,H,students_age_20_24,8.0
131218019,H,housestay,1.0
131218019,H,reformed,68.0
131218019,H,children_under_10,28.0
131218019,H,undemployed,56.0
131211001,M,worker_1st_sector,0.0
131211001,M,worker_2nd_sector,19.0
131211001,M,worker_3rd_sector,199.0
131211001,M,autonomous_or_employer,16.0
131211001,M,students_age_10_14,14.0
131211001,M,students_age_15_19,9.0
131211001,M,students_age_20_24,17.0
131211001,M,housestay,25.0
131211001,M,reformed,110.0
131211001,M,children_under_10,47.0
131211001,M,undemployed,55.0
131211001,H,worker_1st_sector,0.0
131211001,H,worker_2nd_sector,42.0
131211001,H,worker_3rd_sector,136.0
131211001,H,autonomous_or_employer,7.0
131211001,H,students_age_10_14,16.0
131211001,H,students_age_15_19,12.0
131211001,H,students_age_20_24,22.0
131211001,H,housestay,0.0
131211001,H,reformed,78.0
131211001,H,children_under_10,46.0
131211001,H,undemployed,52.0
131217015,M,worker_1st_sector,1.0
131217015,M,worker_2nd_sector,7.0
131217015,M,worker_3rd_sector,38.0
131217015,M,autonomous_or_employer,9.0
131217015,M,students_age_10_14,0.0
131217015,M,students_age_15_19,0.0
131217015,M,students_age_20_24,4.0
131217015,M,housestay,1.0
131217015,M,reformed,52.0
131217015,M,children_under_10,8.0
131217015,M,undemployed,13.0
131217015,H,worker_1st_sector,0.0
131217015,H,worker_2nd_sector,11.0
131217015,H,worker_3rd_sector,38.0
131217015,H,autonomous_or_employer,5.0
131217015,H,students_age_10_14,0.0
131217015,H,students_age_15_19,0.0
131217015,H,students_age_20_24,2.0
131217015,H,housestay,0.0
131217015,H,reformed,32.0
131217015,H,children_under_10,5.0
131217015,H,undemployed,10.0
131210008,M,worker_1st_sector,0.0
131210008,M,worker_2nd_sector,11.0
131210008,M,worker_3rd_sector,150.0
131210008,M,autonomous_or_employer,17.0
131210008,M,students_age_10_14,5.0
131210008,M,students_age_15_19,3.0
131210008,M,students_age_20_24,22.0
131210008,M,housestay,9.0
131210008,M,reformed,75.0
131210008,M,children_under_10,23.0
131210008,M,undemployed,36.0
131210008,H,worker_1st_sector,0.0
131210008,H,worker_2nd_sector,21.0
131210008,H,worker_3rd_sector,126.0
131210008,H,autonomous_or_employer,12.0
131210008,H,students_age_10_14,3.0
131210008,H,students_age_15_19,5.0
131210008,H,students_age_20_24,25.0
131210008,H,housestay,0.0
131210008,H,reformed,58.0
131210008,H,children_under_10,29.0
131210008,H,undemployed,21.0
131216013,M,worker_1st_sector,0.0
131216013,M,worker_2nd_sector,21.0
131216013,M,worker_3rd_sector,206.0
131216013,M,autonomous_or_employer,17.0
131216013,M,students_age_10_14,18.0
131216013,M,students_age_15_19,21.0
131216013,M,students_age_20_24,19.0
131216013,M,housestay,33.0
131216013,M,reformed,153.0
131216013,M,children_under_10,63.0
131216013,M,undemployed,64.0
131216013,H,worker_1st_sector,2.0
131216013,H,worker_2nd_sector,44.0
131216013,H,worker_3rd_sector,166.0
131216013,H,autonomous_or_employer,15.0
131216013,H,students_age_10_14,18.0
131216013,H,students_age_15_19,17.0
131216013,H,students_age_20_24,12.0
131216013,H,housestay,2.0
131216013,H,reformed,95.0
131216013,H,children_under_10,72.0
131216013,H,undemployed,72.0
131210022,M,worker_1st_sector,2.0
131210022,M,worker_2nd_sector,16.0
131210022,M,worker_3rd_sector,197.0
131210022,M,autonomous_or_employer,37.0
131210022,M,students_age_10_14,14.0
131210022,M,students_age_15_19,29.0
131210022,M,students_age_20_24,21.0
131210022,M,housestay,25.0
131210022,M,reformed,184.0
131210022,M,children_under_10,41.0
131210022,M,undemployed,92.0
131210022,H,worker_1st_sector,1.0
131210022,H,worker_2nd_sector,50.0
131210022,H,worker_3rd_sector,158.0
131210022,H,autonomous_or_employer,46.0
131210022,H,students_age_10_14,14.0
131210022,H,students_age_15_19,19.0
131210022,H,students_age_20_24,20.0
131210022,H,housestay,5.0
131210022,H,reformed,95.0
131210022,H,children_under_10,46.0
131210022,H,undemployed,95.0
131211017,M,worker_1st_sector,0.0
131211017,M,worker_2nd_sector,24.0
131211017,M,worker_3rd_sector,267.0
131211017,M,autonomous_or_employer,27.0
131211017,M,students_age_10_14,16.0
131211017,M,students_age_15_19,12.0
131211017,M,students_age_20_24,8.0
131211017,M,housestay,12.0
131211017,M,reformed,65.0
131211017,M,children_under_10,51.0
131211017,M,undemployed,66.0
131211017,H,worker_1st_sector,0.0
131211017,H,worker_2nd_sector,40.0
131211017,H,worker_3rd_sector,206.0
131211017,H,autonomous_or_employer,23.0
131211017,H,students_age_10_14,18.0
131211017,H,students_age_15_19,18.0
131211017,H,students_age_20_24,13.0
131211017,H,housestay,0.0
131211017,H,reformed,42.0
131211017,H,children_under_10,57.0
131211017,H,undemployed,59.0
131211020,M,worker_1st_sector,0.0
131211020,M,worker_2nd_sector,13.0
131211020,M,worker_3rd_sector,153.0
131211020,M,autonomous_or_employer,25.0
131211020,M,students_age_10_14,5.0
131211020,M,students_age_15_19,7.0
131211020,M,students_age_20_24,7.0
131211020,M,housestay,26.0
131211020,M,reformed,181.0
131211020,M,children_under_10,34.0
131211020,M,undemployed,92.0
131211020,H,worker_1st_sector,0.0
131211020,H,worker_2nd_sector,49.0
131211020,H,worker_3rd_sector,113.0
131211020,H,autonomous_or_employer,29.0
131211020,H,students_age_10_14,6.0
131211020,H,students_age_15_19,5.0
131211020,H,students_age_20_24,9.0
131211020,H,housestay,0.0
131211020,H,reformed,153.0
131211020,H,children_under_10,40.0
131211020,H,undemployed,111.0
131216017,M,worker_1st_sector,2.0
131216017,M,worker_2nd_sector,39.0
131216017,M,worker_3rd_sector,234.0
131216017,M,autonomous_or_employer,17.0
131216017,M,students_age_10_14,17.0
131216017,M,students_age_15_19,24.0
131216017,M,students_age_20_24,27.0
131216017,M,housestay,39.0
131216017,M,reformed,126.0
131216017,M,children_under_10,65.0
131216017,M,undemployed,59.0
131216017,H,worker_1st_sector,4.0
131216017,H,worker_2nd_sector,52.0
131216017,H,worker_3rd_sector,215.0
131216017,H,autonomous_or_employer,14.0
131216017,H,students_age_10_14,21.0
131216017,H,students_age_15_19,15.0
131216017,H,students_age_20_24,23.0
131216017,H,housestay,2.0
131216017,H,reformed,90.0
131216017,H,children_under_10,63.0
131216017,H,undemployed,63.0
131210042,M,worker_1st_sector,1.0
131210042,M,worker_2nd_sector,7.0
131210042,M,worker_3rd_sector,143.0
131210042,M,autonomous_or_employer,56.0
131210042,M,students_age_10_14,5.0
131210042,M,students_age_15_19,9.0
131210042,M,students_age_20_24,13.0
131210042,M,housestay,15.0
131210042,M,reformed,204.0
131210042,M,children_under_10,34.0
131210042,M,undemployed,96.0
131210042,H,worker_1st_sector,0.0
131210042,H,worker_2nd_sector,39.0
131210042,H,worker_3rd_sector,89.0
131210042,H,autonomous_or_employer,57.0
131210042,H,students_age_10_14,8.0
131210042,H,students_age_15_19,7.0
131210042,H,students_age_20_24,12.0
131210042,H,housestay,1.0
131210042,H,reformed,131.0
131210042,H,children_under_10,48.0
131210042,H,undemployed,103.0
131217011,M,worker_1st_sector,0.0
131217011,M,worker_2nd_sector,6.0
131217011,M,worker_3rd_sector,112.0
131217011,M,autonomous_or_employer,21.0
131217011,M,students_age_10_14,6.0
131217011,M,students_age_15_19,9.0
131217011,M,students_age_20_24,10.0
131217011,M,housestay,10.0
131217011,M,reformed,72.0
131217011,M,children_under_10,12.0
131217011,M,undemployed,29.0
131217011,H,worker_1st_sector,0.0
131217011,H,worker_2nd_sector,23.0
131217011,H,worker_3rd_sector,116.0
131217011,H,autonomous_or_employer,11.0
131217011,H,students_age_10_14,2.0
131217011,H,students_age_15_19,4.0
131217011,H,students_age_20_24,9.0
131217011,H,housestay,2.0
131217011,H,reformed,35.0
131217011,H,children_under_10,17.0
131217011,H,undemployed,28.0
131217030,M,worker_1st_sector,0.0
131217030,M,worker_2nd_sector,6.0
131217030,M,worker_3rd_sector,68.0
131217030,M,autonomous_or_employer,6.0
131217030,M,students_age_10_14,0.0
131217030,M,students_age_15_19,1.0
131217030,M,students_age_20_24,2.0
131217030,M,housestay,5.0
131217030,M,reformed,35.0
131217030,M,children_under_10,4.0
131217030,M,undemployed,16.0
131217030,H,worker_1st_sector,0.0
131217030,H,worker_2nd_sector,11.0
131217030,H,worker_3rd_sector,66.0
131217030,H,autonomous_or_employer,12.0
131217030,H,students_age_10_14,0.0
131217030,H,students_age_15_19,2.0
131217030,H,students_age_20_24,3.0
131217030,H,housestay,1.0
131217030,H,reformed,29.0
131217030,H,children_under_10,7.0
131217030,H,undemployed,18.0
131217008,M,worker_1st_sector,1.0
131217008,M,worker_2nd_sector,3.0
131217008,M,worker_3rd_sector,85.0
131217008,M,autonomous_or_employer,15.0
131217008,M,students_age_10_14,2.0
131217008,M,students_age_15_19,1.0
131217008,M,students_age_20_24,1.0
131217008,M,housestay,10.0
131217008,M,reformed,88.0
131217008,M,children_under_10,12.0
131217008,M,undemployed,29.0
131217008,H,worker_1st_sector,0.0
131217008,H,worker_2nd_sector,21.0
131217008,H,worker_3rd_sector,53.0
131217008,H,autonomous_or_employer,17.0
131217008,H,students_age_10_14,2.0
131217008,H,students_age_15_19,3.0
131217008,H,students_age_20_24,3.0
131217008,H,housestay,0.0
131217008,H,reformed,47.0
131217008,H,children_under_10,10.0
131217008,H,undemployed,28.0
131203008,M,worker_1st_sector,0.0
131203008,M,worker_2nd_sector,8.0
131203008,M,worker_3rd_sector,111.0
131203008,M,autonomous_or_employer,13.0
131203008,M,students_age_10_14,3.0
131203008,M,students_age_15_19,5.0
131203008,M,students_age_20_24,4.0
131203008,M,housestay,14.0
131203008,M,reformed,131.0
131203008,M,children_under_10,16.0
131203008,M,undemployed,34.0
131203008,H,worker_1st_sector,0.0
131203008,H,worker_2nd_sector,20.0
